Part,Description,List Price,Customer Price,Core Price,Env Charge,Compressed Part
028 109 611 G,Valve - Exhaust,28.68,13.19,0,0,028109611G
038 109 611 E,Valve - Exhaust,15.86,7.27,0,0,038109611E
048 109 611 B,Valve - Exhaust,21.57,9.93,0,0,048109611B
058 109 611 E,Valve - Exhaust,45.77,21.04,0,0,058109611E
058 109 611 M,Valve - Exhaust,29.45,13.54,0,0,058109611M
068 109 611 C,Valve - Exhaust,21.61,10.52,0,0,068109611C
068 109 611 D,Valve - Exhaust,26.77,12.31,0,0,068109611D
022 109 612 A,Valve - Exhaust,31.3,14.37,0,0,022109612A
027 109 675,Valve Stem Seal,1.45,0.68,0,0,027109675
035 109 675,Valve Stem Seal,1.48,0.69,0,0,035109675
027 115 105 E,Oil Pump,152.86,69.6,0,0,027115105E
058 115 105 C,Oil Pump,257.2,48.05,0,0,058115105C
06A 115 105 B,Oil Pump,174.23,80.83,0,0,06A115105B
078 115 103 D,Oil Pump,774.25,402.62,0,0,078115103D
078 115 105 D,Oil Pump,390.13,180.96,0,0,078115105D
06A 115 125,Oil Pump Chain,77.13,43.42,0,0,06A115125
06A 115 130 B,Tensioner,14.79,8.53,0,0,06A115130B
058 115 136 A,Fan Clutch Bearing,61,34.33,0,0,058115136A
034 115 147 A,Oil Seal,7.63,4.29,0,0,034115147A
111 115 161,Nut,5.91,3.3,0,0,111115161
078 115 189 H,Gasket - Oil Pump,16.12,9,0,0,078115189H
4A0 419 812 A,Tie Rod End,28.06,11.51,0,0,4A0419812A
037 115 220 B,Gasket - Oil Pan,74.79,42.1,0,0,037115220B
45954,Timing Chain,104.57,58.86,0,0,45954
038 115 230,Oil Pump Chain,66.57,37.48,0,0,038115230
06A 115 251,Oil Suction Pipe,38.51,26.16,0,0,06A115251
06B 115 251,Oil Suction Pipe,38.51,23.91,0,0,06B115251
070 115 311,Oil Filler Cap,16.09,4.77,0,0,070115311
06D 115 408 B,Oil Filter Housing Cap,142.07,100.62,0,0,06D115408B
038 115 433,Oil Filter Housing Cap,26.8,15.87,0,0,038115433
021 115 446 A,Oil Filter Adapter Gasket,11.26,6.34,0,0,021115446A
028 115 441 C,Oil Filter Adapter Gasket,2.21,1.24,0,0,028115441C
038 115 441 A,Oil Filter Adapter Gasket,8.14,4.59,0,0,038115441A
06A 115 441 J,Oil Filter Adapter Gasket,11.1,6.25,0,0,06A115441J
06F 115 441,Oil Filter Adapter Gasket,7.1,3.99,0,0,06F115441
236 060,Gasket - Oil Filter Housing,6.6,3.69,0,0,236060
027 115 611 C,Oil Dipstick,4.91,2.86,0,0,027115611C
06B 115 611 C,Oil Dipstick,8.96,5.04,0,0,06B115611C
028 117 021 H,Oil Cooler,175.21,79.77,0,0,028117021H
028 117 021 K,Oil Cooler,144.03,66.22,0,0,028117021K
078 117 021,Oil Cooler,146.2,66.57,0,0,078117021
70 34189 00,O-Ring,3.16,1.79,0,0,703418900
028 117 070,O-Ring,10.67,8.59,0,0,028117070
028 117 070 B,Gasket - Oil Cooler,45.35,19.1,0,0,028117070B
038 117 070,O-Ring,2.91,1.63,0,0,038117070
07K 117 070,Gasket - Oil Cooler,19.72,10.74,0,0,07K117070
021 117 151,Oil Cooler Seal,1.47,0.68,0,0,021117151
021 121 004,Water Pump,95.81,53.93,0,0,021121004
023 121 004,Water Pump,89.7,50.5,0,0,023121004
06C 121 004 H,Water Pump,169.15,77.73,0,0,06C121004H
074 121 004,Water Pump,100.96,56.83,0,0,074121004
077 121 004 H,Water Pump,134.41,56.51,0,0,077121004H
077 121 004 M,Water Pump,132.17,60.16,0,0,077121004M
078 121 004 C,Water Pump,100.06,45.98,0,0,078121004C
078 121 004 J,Water Pump,106.46,48.93,0,0,078121004J
078 121 004 L,Water Pump,126.83,57.76,0,0,078121004L
026 121 005 F,Water Pump,58.87,26.94,0,0,026121005F
06E 121 005 F,Water Pump,102.49,57.68,0,0,06E121005F
068 121 005 A,Water Pump,57.6,26.47,0,0,068121005A
025 121 010 A,Water Pump,134.91,75.93,0,0,025121010A
025 121 010 C,Water Pump,132.04,74.33,0,0,025121010C
026 121 010 A,Water Pump,108.47,61.05,0,0,026121010A
050 121 010,Water Pump,137.91,62.78,0,0,050121010
022 121 011,Water Pump,111.07,62.52,0,0,022121011
022 121 011 A,Water Pump,173.69,99.66,0,0,022121011A
038 121 011 A,Water Pump,100.06,45.97,0,0,038121011A
038 121 011 G,Water Pump,99.44,55.97,0,0,038121011G
045 121 011 H,Water Pump,99.37,55.92,0,0,045121011H
06A 121 011 L,Water Pump,92.15,41.03,0,0,06A121011L
06F 121 011,Water Pump,93.97,52.9,0,0,06F121011
079 121 011 H,Water Pump,205.84,115.86,0,0,079121011H
07K 121 011 B,Water Pump,141.84,79.84,0,0,07K121011B
P682M,Water Pump,539.14,303.48,0,0,P682M
078 121 043 A,Water Pump Gasket,7.56,3.48,0,0,078121043A
021 121 050 C,Coolant Pipe,15.39,8.67,0,0,021121050C
171 121 051 G,Coolant Hose,13.86,6.42,0,0,171121051G
191 121 051 F,Coolant Hose,13.61,7.81,0,0,191121051F
191 121 051 P,Coolant Hose,21.03,9.68,0,0,191121051P
1H0 121 051 A,Coolant Hose,10.82,5.09,0,0,1H0121051A
1H0 121 051 B,Coolant Hose,14.45,6.66,0,0,1H0121051B
1H0 121 051 C,Coolant Hose,46.81,21.52,0,0,1H0121051C
026 121 053 G,Coolant Hose,10.69,6.14,0,0,026121053G
028 121 053 Q,Coolant Hose,42.64,25.51,0,0,028121053Q
037 121 053 H,Coolant Hose,29.05,13.54,0,0,037121053H
068 121 053 M,Coolant Hose,10.37,5.95,0,0,068121053M
CHE0525,Coolant Hose,19.29,11.54,0,0,CHE0525
025 121 058 D,Coolant Hose,4.21,2.42,0,0,025121058D
025 121 058 G,Coolant Hose,4.53,2.61,0,0,025121058G
025 121 058 J,Coolant Hose,10.05,5.76,0,0,025121058J
025 121 058 M,Coolant Hose,30.79,17.67,0,0,025121058M
058 121 058 B,Coolant Hose,10.9,4.83,0,0,058121058B
06B 121 058,Coolant Hose,40.13,18.47,0,0,06B121058
06B 121 058 BD,Coolant Hose,28.68,17.16,0,0,06B121058BD
06C 121 058 A,Coolant Hose,48.33,22.23,0,0,06C121058A
068 121 058 C,Coolant Hose,88.43,40.66,0,0,068121058C
1HM 121 058,Coolant Hose,10.21,4.71,0,0,1HM121058
251 121 058 A,Coolant Hose,28.48,16.34,0,0,251121058A
027 121 063 C,Coolant Hose,9.89,4.38,0,0,027121063C
055 121 063 A,Coolant Hose,4.86,2.79,0,0,055121063A
068 121 063 M,Coolant Hose,4.54,2.61,0,0,068121063M
028 121 065 K,Coolant Pipe,76.69,34.9,0,0,028121065K
037 121 065 K,Coolant Pipe,65.3,21,0,0,037121065K
06A 121 065 AR,Coolant Pipe,219.88,97.09,0,0,06A121065AR
119 121 0133,Coolant Hose,57.68,33.1,0,0,1191210133
1C0 121 086 L,Oil Cooler Hose,45.36,20.86,0,0,1C0121086L
1J0 121 086 BG,Oil Cooler Hose,46.34,26.59,0,0,1J0121086BG
1J0 121 086 BL,Coolant Hose,114.8,69.95,0,0,1J0121086BL
1J0 121 086 R,Coolant Hose,32.73,18.78,0,0,1J0121086R
1J0 121 087 A,Coolant Flange,4.49,2.52,0,0,1J0121087A
1J0 121 087 B,Coolant Flange,6.59,4.03,0,0,1J0121087B
1J0 121 087 C,Coolant Flange,7.02,4.29,0,0,1J0121087C
021 121 096,Coolant Hose,10.69,6.14,0,0,021121096
034 129 101 B,Diverter Valve,49.45,28.84,0,0,034129101B
037 129 101 H,PCV Valve,76.17,42.88,0,0,037129101H
037 129 101 R,PCV Valve,112.44,48.76,0,0,037129101R
06A 129 101 A,PCV Valve,17.87,7.81,0,0,06A129101A
06B 121 101 A,Coolant Hose,60.61,36.27,0,0,06B121101A
1H0 121 101 A,Coolant Hose,13.87,6.41,0,0,1H0121101A
1H0 121 101 B,Coolant Hose,27.62,12.82,0,0,1H0121101B
1HM 121 101,Coolant Hose,110.18,63.22,0,0,1HM121101
357 121 101 E,Coolant Hose,101.27,46.56,0,0,357121101E
8D0 121 101 KA,Coolant Hose,22.76,10.63,0,0,8D0121101KA
8E0 121 101,Coolant Hose,116.12,53.41,0,0,8E0121101
8E0 121 101 AG,Coolant Hose,224.58,101.61,0,0,8E0121101AG
1C0 121 109 B,Coolant Hose,41.82,19.23,0,0,1C0121109B
1C0 121 109 D,Coolant Hose,51.84,23.45,0,0,1C0121109D
1J0 121 109 C,Coolant Hose,40.09,18.44,0,0,1J0121109C
1H0 121 109 A,Coolant Hose,12.09,5.56,0,0,1H0121109A
CTA0017,Thermostat,124.39,74.43,0,0,CTA0017
035 121 113,Thermostat,54.54,24.1,0,0,035121113
TH5962 88J,Thermostat,31.05,14.61,0,0,TH596288J
03G 121 113 A,Thermostat,22.51,13.27,0,0,03G121113A
03H 121 113,Thermostat,71.33,52.52,0,0,03H121113
056 121 113,Thermostat,32.19,18.11,0,0,056121113
056 121 113 A,Thermostat,22.99,16.1,0,0,056121113A
056 121 113 D,Thermostat,16.09,9.28,0,0,056121113D
06C 121 111 C,Thermostat,117.73,51.05,0,0,06C121111C
06H 121 113 B,Thermostat,85.06,39.46,0,0,06H121113B
TH7233 95J,Thermostat,105.59,59.43,0,0,TH723395J
07K 121 113 B,Thermostat,44.45,20.53,0,0,07K121113B
078 121 113 G,Thermostat,49.99,22.76,0,0,078121113G
TH7188 95J,Thermostat,46.5,26.18,0,0,TH718895J
TH7272 89,Thermostat,30.81,17.34,0,0,TH727289
TE7194 97J,Thermostat,175.96,99.06,0,0,TE719497J
022 121 117 C,Thermostat Housing,135.68,59.98,0,0,022121117C
03H 121 117 A,Thermostat Housing,105.55,82.82,0,0,03H121117A
021 121 119 A,O-Ring,6.71,3.65,0,0,021121119A
034 121 119,O-Ring,1.1,0.62,0,0,034121119
038 121 119,O-Ring,2.75,1.24,0,0,038121119
059 121 119,O-Ring,0.8,0.43,0,0,059121119
06A 121 119,O-Ring,2.13,1.24,0,0,06A121119
021 121 121 C,Thermostat Cover,46.64,24.24,0,0,021121121C
030 121 121 B,Thermostat Housing,5.04,2.38,0,0,030121121B
037 121 121 A,Thermostat Housing,5.37,2.53,0,0,037121121A
038 121 121,Thermostat Housing,10.04,5.76,0,0,038121121
038 121 121 B,Thermostat Cover,11.44,6.45,0,0,038121121B
06A 121 121 C,Thermostat Housing,7.68,3.53,0,0,06A121121C
06A 121 132 AQ,Coolant Flange,42.31,16.16,0,0,06A121132AQ
06B 121 121,Thermostat Housing,6.52,3.03,0,0,06B121121
028 121 132 A,Coolant Flange,9.4,5.39,0,0,028121132A
037 121 132 B,Coolant Flange,8.24,3.78,0,0,037121132B
038 121 132 C,Coolant Flange,9.2,5.37,0,0,038121132C
038 121 132 D,Coolant Flange,48.99,22.31,0,0,038121132D
058 121 132,Coolant Flange,10.24,4.76,0,0,058121132
058 121 132 A,Coolant Flange,25.5,11.83,0,0,058121132A
06A 121 132,Coolant Flange,9.8,4.52,0,0,06A121132
06A 121 132 C,Coolant Flange,15.18,6.78,0,0,06A121132C
06A 121 132 Q,Coolant Flange,8.01,3.54,0,0,06A121132Q
06B 121 132 E,Coolant Flange,27.86,15.99,0,0,06B121132E
074 121 132,Coolant Flange,11.02,6.33,0,0,074121132
03G 121 132 B,Coolant Flange,41.8,26.26,0,0,03G121132B
021 121 133 D,Adapter,12.31,7.06,0,0,021121133D
037 121 133 F,Coolant Flange,5.73,2.63,0,0,037121133F
038 121 133 A,Coolant Flange,209.51,130.71,0,0,038121133A
06A 121 133 AH,Coolant Flange,28.33,12.9,0,0,06A121133AH
068 121 133 AB,Coolant Flange,6.68,3.07,0,0,068121133AB
068 121 133 AE,Coolant Flange,10.7,5.03,0,0,068121133AE
068 121 133 AF,Coolant Flange,2.52,1.16,0,0,068121133AF
07K 121 133 E,Coolant Flange,34.42,10.3,0,0,07K121133E
357 121 140,Manifold Plug,0.68,0.42,0,0,357121140
032 121 142,Clip,0.63,0.31,0,0,032121142
037 121 142 A,Clip - VW,1.13,0.64,0,0,037121142A
1J0 121 142,Clip,1.64,0.92,0,0,1J0121142
026 121 144 B,Coolant Flange,4.59,2.1,0,0,026121144B
068 121 144,Coolant Flange,7.02,3.32,0,0,068121144
037 121 145,Coolant Flange,4.1,1.93,0,0,037121145
037 121 145 F,Coolant Flange,10.53,4.85,0,0,037121145F
1J0 121 156 AT,Coolant Hose,195.68,117.07,0,0,1J0121156AT
1H0 121 157 H,Coolant Hose,73.24,42.02,0,0,1H0121157H
1K0 121 251 AL,Radiator,526.91,307.36,0,0,1K0121251AL
1K0 121 251 CJ,Radiator,315.14,173.81,0,0,1K0121251CJ
376700491,Radiator,424.96,279.68,0,0,376700491
191 121 251 C,Radiator,146.4,80.74,0,0,191121251C
4B0 121 251 AE,Radiator,655.78,298.58,0,0,4B0121251AE
735548,Radiator,435.54,248.15,0,0,735548
8E0 121 251 A,Radiator,328.2,184.73,0,0,8E0121251A
8E0 121 251 M,Radiator,452.31,249.46,0,0,8E0121251M
8D0 121 251 M,Radiator,202.32,118.02,0,0,8D0121251M
8D0 121 251 N,Radiator,407.79,187.45,0,0,8D0121251N
068 121 253 E,Radiator,650.55,347.88,0,0,068121253E
191 121 253 G,Radiator,185.34,84.38,0,0,191121253G
1HM 121 253 H,Radiator,527.91,307.95,0,0,1HM121253H
1J0 121 253 AD,Radiator,285.5,152.66,0,0,1J0121253AD
1J0 121 253 P,Radiator,359.99,162.8,0,0,1J0121253P
321 121 253 K,Radiator,116.16,64.06,0,0,321121253K
5N0 121 253 M,Radiator,526.97,239.94,0,0,5N0121253M
171 121 275 E,Radiator Mount,6.48,3.72,0,0,171121275E
AVM0703,Radiator Mount Bushing,2.52,1.51,0,0,AVM0703
8D0 121 275,Radiator Mount,4.09,2.18,0,0,8D0121275
078 121 301 E,Fan Blade,49.28,22.43,0,0,078121301E
025 121 321 B,Reservoir Cap,10.01,4.61,0,0,025121321B
171 121 321 D,Radiator Cap,5.81,2.65,0,0,171121321D
8E0 121 321,Reservoir Cap,13.29,7.62,0,0,8E0121321
055 121 324,Manifold Plug,3.24,1.86,0,0,055121324
058 121 350,Fan Clutch,124.17,58.4,0,0,058121350
077 121 350 A,Fan Clutch,193.71,88.21,0,0,077121350A
4Z7 121 350,Fan Clutch,426.3,239.97,0,0,4Z7121350
025 121 403 B,Reservoir,44.07,25.29,0,0,025121403B
1J0 121 403 B,Reservoir,40.01,22.53,0,0,1J0121403B
4A0 121 403,Reservoir,53.47,30.68,0,0,4A0121403
4F0 121 403 N,Reservoir,105.84,48.19,0,0,4F0121403N
8D0 121 403 L,Reservoir,42.98,25.07,0,0,8D0121403L
8E0 121 403,Reservoir,32.25,18.5,0,0,8E0121403
1H0 121 407 A,Reservoir,25.36,14.8,0,0,1H0121407A
EPT0140,Reservoir,215.3,128.81,0,0,EPT0140
06C 121 445 A,Coolant Hose,39.86,18.14,0,0,06C121445A
06E 121 445 B,Coolant Hose,13.98,8.53,0,0,06E121445B
1J0 121 449 A,Coolant Hose,29.47,13.53,0,0,1J0121449A
058 121 471 B,Coolant Hose,13.93,8,0,0,058121471B
CHT0576,Coolant Hose,90.44,54.11,0,0,CHT0576
078 121 601,Auxiliary Water Pump,356.1,162.14,0,0,078121601
078 121 601 B,Auxiliary Water Pump,389.48,177.35,0,0,078121601B
171 121 611 A,Heater Hose,7.9,4.81,0,0,171121611A
037 121 619,Adaptor,7.06,3.23,0,0,037121619
8L9 121 659,Wiring Harness Insulator,112,56,0,0,8L9121659
037 121 687,O-Ring,1.71,0.79,0,0,037121687
058 121 687,O-Ring,1.82,1.11,0,0,058121687
1H0 121 687,O-Ring,0.81,0.45,0,0,1H0121687
037 121 688,O-Ring,2.74,1.54,0,0,037121688
1J0 122 051 AT,Coolant Hose,104.81,47.72,0,0,1J0122051AT
1J0 122 051 H,Coolant Hose,85.51,51.16,0,0,1J0122051H
3B0 122 051 E,Radiator Hose,109.2,57.57,0,0,3B0122051E
037 122 058 A,Coolant Hose,38.88,22.32,0,0,037122058A
1J0 122 073 AT,Heater Hose,124.3,74.37,0,0,1J0122073AT
1J0 122 101 AP,Coolant Hose,186.08,85.55,0,0,1J0122101AP
1J0 122 101 CC,Coolant Hose,190.66,79.7,0,0,1J0122101CC
CHE0353R,Coolant Hose,28.14,17.34,0,0,CHE0353R
1J0 122 157 CC,Heater Hose,44.27,30.3,0,0,1J0122157CC
1J0 122 157 DN,Coolant Hose,165.31,100.74,0,0,1J0122157DN
1K0 122 157 HP,Heater Hose,65.97,39.39,0,0,1K0122157HP
1K0 122 157 GH,Heater Hose,50.8,33.33,0,0,1K0122157GH
114 135 586,Coolant Hose,39.6,22.29,0,0,114135586
1J0 122 291,Quick Coupler,27.25,15.27,0,0,1J0122291
1J0 122 291 B,Quick Coupler,7.84,4.42,0,0,1J0122291B
1K0 122 291 H,Quick Coupler,27.6,14.97,0,0,1K0122291H
1K0 122 291 J,Quick Coupler,27.6,15.25,0,0,1K0122291J
115 411 755,Quick Coupler,12.93,7.27,0,0,115411755
6Q0 122 291 F,Coolant Flange,15.73,9.24,0,0,6Q0122291F
HPP0004,High Pressure Fuel Pump,785.23,441.99,0,0,HPP0004
HPP0003,High Pressure Fuel Pump,841.07,473.43,0,0,HPP0003
HPP0009,High Pressure Fuel Pump,657.27,432.56,0,0,HPP0009
HPP0021,High Pressure Fuel Pump,671.6,441.99,0,0,HPP0021
1J0 127 247 A,Valve - Fuel,25,14.07,0,0,1J0127247A
1C0 127 401,Fuel Filter - Diesel,35.74,16.82,0,0.04,1C0127401
038 128 063 G,Throttle Regulator Flap,555.54,312.7,0,0,038128063G
03G 128 063 G,Throttle Regulator Flap,444.2,250.03,0,0,03G128063G
03G 128 063 J,Throttle Regulator Flap,620.89,349.48,0,0,03G128063J
06F 129 101 E,PCV Valve,176.2,73.27,0,0,06F129101E
06F 129 101 F,PCV Valve,78.82,48.17,0,0,06F129101F
V10-9751,PCV Valve,113.32,57.76,0,0,V109751
027 129 589 A,Gasket - Exhaust,4.21,1.91,0,0,027129589A
034 129 589 A,Gasket - Exhaust,43.56,20.02,0,0,034129589A
056 129 589,Gasket - Exhaust,2.6,1.46,0,0,056129589
7B0 129 620,Air Filter,44.18,10,0,0,7B0129620
191 129 627 M,Air Intake Hose,121.98,62.84,0,0,191129627M
225 170,Gasket - Intake,6.64,3.71,0,0,225170
078 129 589,Gasket - Exhaust,12.22,6.82,0,0,078129589
021 129 637 F,Elbow,7.18,3.3,0,0,021129637F
113 129 717 A,Gasket - Intake,2.67,1.5,0,0,113129717A
026 129 717 D,Gasket - Intake,2.97,1.35,0,0,026129717D
027 129 717 CE,Gasket - Intake,6.66,3.75,0,0,027129717CE
027 129 717 D,Gasket - Intake,17,9.56,0,0,027129717D
028 129 717 C,Gasket - Intake,3.4,1.91,0,0,028129717C
037 129 717 C,Gasket - Intake,5.81,3.28,0,0,037129717C
037 129 717 D,Gasket - Intake,5.16,2.9,0,0,037129717D
058 129 717 B,Gasket - Intake,7.03,3.93,0,0,058129717B
058 129 717 D,Gasket - Intake,7.5,4.22,0,0,058129717D
06A 129 717,Gasket - Intake,4.51,2.54,0,0,06A129717
06B 129 717 F,Gasket - Intake,8.1,4.57,0,0,06B129717F
06F 129 717 D,Gasket - Intake,39.94,22.5,0,0,06F129717D
71-42786-00,Intake Gasket,71.89,40.46,0,0,714278600
074 129 717,Gasket - Intake,5.33,2.37,0,0,074129717
077 129 717 Q,Gasket - Intake,13.31,7.5,0,0,077129717Q
078 129 717 A,Gasket - Intake,4.51,2.54,0,0,078129717A
078 129 717 C,Gasket - Intake,18.75,9.65,0,0,078129717C
078 129 717 J,Gasket - Intake,44.91,20.65,0,0,078129717J
07K 129 717 A,Gasket - Intake,8.91,5.02,0,0,07K129717A
050 129 761 F,Throttle Flange,12.9,5.96,0,0,050129761F
038 130 107 J,Injection Pump - Reman,2462.56,1620.65,1262.5,0,038130107J
038 130 107 K,Injection Pump - Reman,2319.29,1531.9,1262.5,0,038130107K
074 130 113,Injection Pump Belt,20.19,11.36,0,0,074130113
028 130 135 B,Solenoid,47.12,21.96,0,0,028130135B
046 130 219 A,Fuel Injector Seal,1.84,0.72,0,0,046130219A
06D 130 757 C,Fuel Pressure Regulator,137.97,57.12,0,0,06D130757C
058 131 101 B,Auxiliary Air Valve,346.35,159.12,0,0,058131101B
06B 131 101 K,Auxiliary Air Valve,224.4,126.29,0,0,06B131101K
06C 131 101 E,Auxiliary Air Valve,600.18,309.1,0,0,06C131101E
078 131 101 AB,Auxiliary Air Valve,389,132.03,0,0,078131101AB
078 131 101 AC,Auxiliary Air Valve,176.47,99.33,0,0,078131101AC
078 131 101 M,Auxiliary Air Valve,409.96,217.36,0,0,078131101M
06A 131 102 A,Auxiliary Air Valve,196.07,110.36,0,0,06A131102A
078 131 102 N,Auxiliary Air Valve,529.78,241.21,0,0,078131102N
1J0 131 126 E,Air Pump Connecting Pipe,176.98,83.81,0,0,1J0131126E
1J0 131 128 C,Air Pump Connecting Pipe,157.04,72.18,0,0,1J0131128C
06A 131 229 C,Auxiliary Air Valve,632.5,288,0,0,06A131229C
06A 131 351,Valve - Auxiliary Air,225.57,102.7,0,0,06A131351
06A 131 351 H,Valve - Auxiliary Air,165.82,75.5,0,0,06A131351H
028 131 501 E,EGR Valve,467.27,184.05,0,0,028131501E
038 131 501 AD,EGR Valve,583.84,328.64,0,0,038131501AD
03G 131 512 AD,EGR Cooler,558.72,449.45,0,0,03G131512AD
038 131 521 CC,EGR Pipe,197.83,117.82,0,0,038131521CC
038 131 547 A,Gasket - EGR,6.33,3.56,0,0,038131547A
03G 131 502 B,EGR Valve,300.64,169.24,0,0,03G131502B
069 131 547 D,Gasket - EGR,7.96,4.48,0,0,069131547D
03L 131 111 Q,Damper - Turbocharger,189.22,131.3,0,0,03L131111Q
214 500,Gasket - EGR Connector Pipe,8.71,4.86,0,0,214500
7 01493 07 0,EGR Valve,490.17,275.91,0,0,701493070
422 900,Gasket - Exhaust,13.6,7.59,0,0,422900
165 131 701 M,Catalytic Converter,674,162.86,0,0,165131701M
1H0 131 701 G,Catalytic Converter,309.59,144.47,0,0,1H0131701G
037 133 035,Fuel Pressure Regulator,279.94,127.64,0,0,037133035
037 133 035 C,Fuel Pressure Regulator,62.71,38.39,0,0,037133035C
022 133 062 AD,Throttle Body,761.5,346.72,0,0,022133062AD
022 133 062 AG,Throttle Body,591.74,333.09,0,0,022133062AG
06A 133 062 S,Throttle Body,774.84,436.15,0,0,06A133062S
06F 133 062 G,Throttle Body,794.87,447.43,0,0,06F133062G
021 133 064 A,Throttle Body,769.8,447.89,0,0,021133064A
06A 133 064 H,Throttle Body,329.23,149.91,0,0,06A133064H
078 133 063 AH,Throttle Body,717.41,326.63,0,0,078133063AH
078 133 534 C,Fuel Pressure Regulator,87.99,49.52,0,0,078133534C
TH2701,Gasket - Throttle Body,31.61,13.13,0,0,TH2701
021 133 227 H,Gasket - Intake,11.31,6.31,0,0,021133227H
022 133 237 A,Gasket - Intake,43.47,20.25,0,0,022133237A
022 133 237 C,Gasket - Intake,43.57,24.52,0,0,022133237C
AA50024,Gasket - Throttle Body,19.23,11.22,0,0,AA50024
03H 133 237 B,Gasket - Intake,17.53,9.98,0,0,03H133237B
71-39051-00,Gasket - Intake,32.04,18.04,0,0,713905100
06A 133 240,Breather Hose,43.75,25.1,0,0,06A133240
311 133 263,Fuel Injector Seal,1.75,1.07,0,0,311133263
021 133 277 J,Gasket - Intake,20.38,9.28,0,0,021133277J
045 131 501 L,EGR Valve,315.33,183.94,0,0,045131501L
06F 133 482 D,Intake Adjuster Motor,350.21,197.12,0,0,06F133482D
06D 133 517 B,Purge Valve,87.99,49.52,0,0,06D133517B
077 133 517 C,Purge Valve,98.04,55.18,0,0,077133517C
049 133 696 B,Sealing Washer,1.66,0.94,0,0,049133696B
058 133 753 B,Valve - Purge,56.54,34.45,0,0,058133753B
06F 133 781 L,Check Valve,41.93,32.32,0,0,06F133781L
06B 133 783 BC,Vacuum Hose,10.4,4.71,0,0,06B133783BC
058 133 817 D,Air Pump Hose,68.56,29.76,0,0,058133817D
06A 133 889 F,Air Pump Connecting Pipe,213.38,98.03,0,0,06A133889F
021 141 025 F,Clutch Cover,211.91,125.08,0,0,021141025F
022 141 015 R,Clutch Kit,878.31,522.61,0,0,022141015R
3000 970 081,Clutch Kit,686.26,386.29,0,0,3000970081
211 141 025 D,Clutch Cover,183.8,83.69,0,0,211141025D
029 141 031 A,Clutch Disc,201.01,113.16,0,0,029141031A
06A 141 031 H,Clutch Disc,304.03,171.13,0,0,06A141031H
111 141 031 F,Clutch Disc,175.54,79.94,0,0,111141031F
311 141 031 B,Clutch Disc,90.33,50.84,0,0,311141031B
020 141 073 A,Cover Plate - Clutch Release,11.66,6.7,0,0,020141073A
055 141 124 G,Clutch Center Plate,23.49,10.9,0,0,055141124G
01E 141 165 B,Clutch Release Bearing,58.64,33.44,0,0,01E141165B
020 141 165 H,Clutch Release Bearing,11.1,6.25,0,0,020141165H
02A 141 165 G,Clutch Release Bearing,32.6,18.59,0,0,02A141165G
091 141 165,Clutch Release Bearing,27.17,15.3,0,0,091141165
111 141 165 A,Clutch Release Bearing,106.65,48.55,0,0,111141165A
02A 141 180 A,Guide Sleeve,25.61,14.43,0,0,02A141180A
016 141 181,Guide Sleeve,20.11,9.47,0,0,016141181
0A5 141 671,Concentric Slave Cylinder,296.75,162.54,0,0,0A5141671
SB60338,Clutch Slave Cylinder,206.97,116.5,0,0,SB60338
020 141 709 B,Clutch Operating Lever,67.04,30.82,0,0,020141709B
020 141 741 B,Clutch Push Rod,17.71,8.18,0,0,020141741B
02A 141 777 B,Ball Pin - Clutch Lever,30.14,12.47,0,0,02A141777B
016 141 999,Clutch Kit,241.55,143.73,0,0,016141999
023 141 999,Clutch Kit,549.54,309.33,0,0,023141999
027 141 999,Clutch Kit,247.81,147.46,0,0,027141999
027 141 999 C,Clutch Kit,393.2,179.03,0,0,027141999C
028 141 999,Clutch Kit,457.85,202.4,0,0,028141999
029 141 999,Clutch Kit,465.61,262.09,0,0,029141999
034 141 999 L,Clutch Kit,760.26,335.95,0,0,034141999L
03G 141 015 N,Clutch Kit,307.41,182.92,0,0,03G141015N
038 141 999 S,Clutch Kit,1084.77,493.91,0,0,038141999S
058 141 999,Clutch Kit,483.07,287.44,0,0,058141999
K70205-01,Clutch Kit,484.03,300.56,0,0,K7020501
06A 141 999,Clutch Kit,916.6,417.34,0,0,06A141999
06A 141 999 C,Clutch Kit,534.27,317.9,0,0,06A141999C
K70106 02,Clutch Kit,564.04,317.49,0,0,K7010602
620 3292 09,Clutch Kit,288.93,171.92,0,0,620329209
52105607,Clutch Kit,441.08,269.56,0,0,52105607
52105604,Clutch Kit,378.12,231.08,0,0,52105604
06C 141 999,Clutch Kit,702.65,418.09,0,0,06C141999
624 3587 00,Clutch Kit,1314.12,781.92,0,0,624358700
624 3644 33,Clutch Kit,966.57,575.12,0,0,624364433
17-075,Clutch Kit,658.76,391.97,0,0,17075
3000 951 847,Clutch Kit,707.23,465.43,0,0,3000951847
079 141 999,Clutch Kit,306.05,132.72,0,0,079141999
06D 145 100 F,Vacuum Pump,490.17,275.91,0,0,06D145100F
06E 145 100 E,Vacuum Pump,457.5,257.51,0,0,06E145100E
038 145 101 B,Vacuum Pump,446.6,251.39,0,0,038145101B
750 450,Vacuum Pump Gasket,11.69,6.52,0,0,750450
790 000,Vacuum Pump Gasket,4.87,2.72,0,0,790000
038 145 209 E,Vacuum Pump,588.21,331.1,0,0,038145209E
8N0 145 154 A,Power Steering Pump,453.76,193.42,0,0,8N0145154A
4B0 145 156,Power Steering Pump,346.93,149.23,0,0,4B0145156
