Part,Description,List Price,Customer Price,Core Price,Env Charge,Compressed Part
1161,Breather Hose,38.61,22.66,0,0,1161
1161A,Breather Hose,6.08,2.29,0,0,1161A
1161B,Breather Hose,45.44,34.65,0,0,1161B
1161C,Brake Booster Hose,140.79,56.65,0,0,1161C
1161D,Breather Hose,34.43,26.06,0,0,1161D
1165A,Intake Manifold,367,295.79,0,0,1165A
1165B,Intake Manifold,924.55,283.31,0,0,1165B
1165C,Intake Manifold,603,456.52,0,0,1165C
1165D,Intake Manifold,652,520.88,0,0,1165D
1165E,Intake Manifold,589,444.4,0,0,1165E
1166A,Intake Manifold Shift Rod,161.6,105.4,0,0,1166A
1166AK,Shift Rod Seal Kit,51.91,27.9,0,0,1166AK
1167A,Intake Manifold Adj Kit,682,417.64,0,0,1167A
1201,Piston - Single,159.2,96.31,0,0,1201
1202,Piston - Single,237.27,147.33,0,0,1202
1202A,Piston - Single,207.03,128.77,0,0,1202A
1203,Piston - Single,237.27,147.33,0,0,1203
1203A,Piston - Single,207.03,128.77,0,0,1203A
1204A,Piston - Single,336.77,188.58,0,0,1204A
1204B,Piston - Single,336.77,188.58,0,0,1204B
1204D,Piston - Single,355.73,200.23,0,0,1204D
1207A,Camshaft Bracket,348.43,271.6,0,0,1207A
1207B,Camshaft Adjustment Magnet,126.1,69.69,0,0,1207B
1207C,Cam Adjustment Magnet O-Ring,3.94,3.01,0,0,1207C
1207D,Gasket - Timing Cover,27.04,14.72,0,0,1207D
1207E,Oil Seal,17.51,9.81,0,0,1207E
1208A,Cam Adjuster Unit,257.29,148.58,0,0,1208A
1208B,Camshaft Adjuster Unit Kit,975.9,775.03,0,0,1208B
1210A,Valve Timing Solenoid,238.13,154.53,0,0,1210A
1210B,Valve Timing Solenoid,92.11,52.54,0,0,1210B
1210C,Valve Timing Solenoid,95.54,52.73,0,0,1210C
1210D,Valve Timing Solenoid,253.21,166.65,0,0,1210D
1210E,Valve Timing Solenoid,275,151.5,0,0,1210E
1210G,O-Ring,3.72,2.02,0,0,1210G
1215,Crankshaft Gear,31.19,11.13,0,0,1215
1216,Gasket - Valve Cover,2.19,1.22,0,0,1216
1217A,Crankshaft Gear,59.4,35.72,0,0,1217A
1217G,Crankshaft Gear,67.91,37.59,0,0,1217G
1217K,Crankshaft Gear,79.03,45.94,0,0,1217K
1217T,Crankshaft Gear,41.4,24.52,0,0,1217T
1218,Crankshaft Gear,50.96,25.76,0,0,1218
1218D,Crankshaft Gear,36.99,18.57,0,0,1218D
1219,Crankshaft Bolt,4.26,2.78,0,0,1219
1220A,Bolt - M10x1x35mm,7.45,5.18,0,0,1220A
1220B,Bolt - M12x1.25x33mm,4.94,3.34,0,0,1220B
1220D,Bolt - M12x1.25,3.29,2.37,0,0,1220D
1220F,Bolt - M16x1.5x75mm,8.3,5.19,0,0,1220F
1220P,Bolt - M16x1.5x59mm,11.72,5.15,0,0,1220P
1221F,Harmonic Balancer Pulley,184.93,105.25,0,0,1221F
1221G,Bolt - M8x25mm,4.12,2.53,0,0,1221G
1221R,Bolt - M8x16mm,3.15,2.25,0,0,1221R
1221S,Bolt - M8x20mm,2.2,1.66,0,0,1221S
1222B,Tensioner Pulley,144.75,82.56,0,0,1222B
1223,Tensioner Pulley,410.04,268.69,0,0,1223
1224,Crankshaft Seal,14.63,7.5,0,0,1224
1225S,Oil Seal,9.75,7.07,0,0,1225S
1226A,Camshaft - Intake,590.4,506,0,0,1226A
1226B,Camshaft - Intake,463.86,297.64,0,0,1226B
1226E,Camshaft,484.46,318.84,0,0,1226E
1226F,Camshaft - Exhaust,645.43,521.16,0,0,1226F
1226K,Camshaft Kit,1388.17,913.57,0,0,1226K
1227A,Oil Seal,20.85,9.82,0,0,1227A
1230A,Tensioner,437.87,288.17,0,0,1230A
1230B,Tensioner,437.87,288.17,0,0,1230B
1230R,Tensioner Assembly,587.5,173.35,0,0,1230R
1242K2,Timing Belt Kit,309.11,190.41,0,0,1242K2
1242W,Multi-Rib Belt,26.31,16.34,0,0,1242W
1244,028 109 119P TIMING,60.84,33,0,0,1244
1248K,Timing Belt Kit,497.48,278.59,0,0,1248K
1249K,Timing Belt Kit,334.54,220.17,0,0,1249K
1250G,Chain Tensioner Gasket,22.16,13.64,0,0,1250G
1250K,Timing Belt Kit,486.44,272.4,0,0,1250K
1250K1,Timing Belt Kit,412.83,231.19,0,0,1250K1
1250K2,Timing Belt Kit,449.9,251.94,0,0,1250K2
1250L,Tensioner,874.86,575.76,0,0,1250L
1250R,Tensioner,874.86,575.76,0,0,1250R
1251K,Timing Belt Kit,136.69,84.21,0,0,1251K
1251K1,06A 198 119 T-BELT +,252.15,115.54,0,0,1251K1
1252K1,Timing Belt Kit,460.94,303.36,0,0,1252K1
1252K3,Timing Belt Kit,341.24,224.58,0,0,1252K3
1255,Timing Belt,50.33,31.88,0,0,1255
1258,Timing Chain,66.16,43.53,0,0,1258
1258A,Timing Chain,71.66,41.68,0,0,1258A
1258G,Tensioner Gasket Set,5.81,3.25,0,0,1258G
1261,Timing Cover,12.86,6.18,0,0,1261
1265L,Timing Belt Cover,24.11,9.16,0,0,1265L
1265U,Timing Belt Cover,81.24,50.42,0,0,1265U
1268,074 109 243F TENSION,109.92,55,0,0,1268
1269,Tensioner Pulley,79.59,38.12,0,0,1269
1270,Tensioner Pulley,50.49,28.8,0,0,1270
1271,Tensioner Pulley,61.11,39.62,0,0,1271
1272S,Tensioner Stud,3.12,1.75,0,0,1272S
1273,Tensioner Pulley,37.29,21.27,0,0,1273
1274,Tensioner Pulley,77.19,46.73,0,0,1274
1275,Tensioner Pulley,38.83,31.31,0,0,1275
1278,Tensioner Pulley,92.11,52.54,0,0,1278
1280,038 109 243N BELT TE,120.18,75.9,0,0,1280
1281,Tensioner Pulley,93.26,58.2,0,0,1281
1281B,Tensioner Pulley,104.53,64.37,0,0,1281B
1282,Tensioner Pulley,79.03,52.01,0,0,1282
1284V,Valve Lifter,34.33,14.5,0,0,1284V
1285,Valve Lifter,22.96,11.78,0,0,1285
1288,Valve Lifter,15.66,8.93,0,0,1288
1288A,Valve Lifter,17.52,9.99,0,0,1288A
1288B,Valve Lifter,24.3,13.86,0,0,1288B
1290,Idler Pulley,96,46.74,0,0,1290
1294B,Bolt,6.57,4.02,0,0,1294B
1296T,Idler Pulley,24.61,13.62,0,0,1296T
1297,Idler Pulley,85.01,48.49,0,0,1297
1298,Tensioner Pulley,110.99,73.05,0,0,1298
1298A,Tensioner Pulley,127.41,80.94,0,0,1298A
1298J,Tensioner Pulley,149.65,121.2,0,0,1298J
1298V,Tensioner,128.64,68.1,0,0,1298V
1299,Tensioner Pulley,123.46,69.49,0,0,1299
1300A,Timing Chain,76.44,47.84,0,0,1300A
1300B,Timing Chain,58.91,38.02,0,0,1300B
1300C,Guide Rail,36.74,21.22,0,0,1300C
1300D,Guide Rail,22.36,14.71,0,0,1300D
1300F,021 109 511 GUIDE PI,54.16,35,0,0,1300F
1300G,Timing Chain,77.93,50.57,0,0,1300G
1300H,Guide Rail,46.91,28.85,0,0,1300H
1300J,071 109 515 UPPER GU,38.21,23,0,0,1300J
1300K,Timing Chain,100.36,61.29,0,0,1300K
1300L,Guide Rail,46.57,30.66,0,0,1300L
1300M,Guide Rail,37.9,27.58,0,0,1300M
1300N,Upper Chain Tensioner Pin,6.43,6.06,0,0,1300N
1300P,Guide Rail,36.73,26.77,0,0,1300P
1302,Guide Rail,31.04,20.44,0,0,1302
1302C,Tensioner,40.73,29.29,0,0,1302C
1303,Tensioner,225.95,128.88,0,0,1303
1304,Tensioner,77.19,49.52,0,0,1304
1305A,Valve Spring,16.11,7.93,0,0,1305A
1305B,Valve Spring,22.64,16.81,0,0,1305B
1305C,Valve Spring,29.71,19.19,0,0,1305C
1306,Valve - Intake,67.2,12.08,0,0,1306
1306A,Valve - Intake,51.37,31.31,0,0,1306A
1306B,Valve - Intake,31.84,17.17,0,0,1306B
1306C,Valve - Intake,28.66,14.71,0,0,1306C
1310,Valve - Intake,42.38,12.1,0,0,1310
1313,Valve - Intake,19.24,7.84,0,0,1313
1315,Valve - Intake,26.25,8.64,0,0,1315
1317,Valve - Exhaust,36.42,3.97,0,0,1317
1318,Valve - Exhaust,23.44,12.87,0,0,1318
1319,Valve - Intake,40.5,8.64,0,0,1319
1320,Timing Chain,104.33,68.67,0,0,1320
1320A,Timing Chain,131.41,79.24,0,0,1320A
1320B,Bolt - M12x1.5x30mm,3.18,1.97,0,0,1320B
1320C,Timing Chain,108.24,68.1,0,0,1320C
1320D,Tensioner,133.02,95.95,0,0,1320D
1320E,Guide Rail,51.77,31.36,0,0,1320E
1320F,Guide Rail,45.71,33.33,0,0,1320F
1320G,Tensioner,106.23,62.85,0,0,1320G
1320J,Camshaft Gear,44.67,34.34,0,0,1320J
1320M,Tensioner,109.47,80.8,0,0,1320M
1320N,Tensioner Gasket,5.98,3.71,0,0,1320N
1320Q,Guide Rail,46.97,28.85,0,0,1320Q
1321L,06H 109 469AQ GUIDE,21.24,13.96,0,0,1321L
1322,Oil Pump Chain Kit,61.41,35.02,0,0,1322
1322A,Rocker Arm,19.82,11.31,0,0,1322A
1322B,Rocker Arm,16.32,9.31,0,0,1322B
1322C,Rocker Arm,33.46,18.4,0,0,1322C
1322D,Rocker Arm,25.49,12.25,0,0,1322D
1330C,Timing Chain,116.34,75.86,0,0,1330C
1330D,Timing Chain,103.53,63.77,0,0,1330D
1330E,Timing Chain,100.51,58.86,0,0,1330E
1330F,Timing Chain,146.86,96.65,0,0,1330F
1330G,Timing Chain,111.47,68.67,0,0,1330G
1330J,Timing Chain,150.93,100.24,0,0,1330J
1330K,Timing Chain,119.26,78.5,0,0,1330K
1330L,Timing Chain,136.87,97.58,0,0,1330L
1330M,Bolt - M12x1.25x60mm,4.16,3.41,0,0,1330M
1331A,Guide Rail,102.81,58.37,0,0,1331A
1331B,Tensioner,191.34,111.97,0,0,1331B
1331C,Tensioner,237.87,146.45,0,0,1331C
1331D,Guide Rail,60.29,32.89,0,0,1331D
1331E,Guide Rail,60.29,32.89,0,0,1331E
1331G,Tensioner,185.52,105.81,0,0,1331G
1331H,Tensioner,112.53,90.9,0,0,1331H
1331HG,Chain Tensioner Gasket,10.75,7.07,0,0,1331HG
1331J,Guide Rail,24.2,16.16,0,0,1331J
1331K,Guide Rail,23.73,18.69,0,0,1331K
1345,Valve - Exhaust,39.69,10.58,0,0,1345
1347,Valve - Exhaust,26.56,10.87,0,0,1347
1350,Valve - Exhaust,32,12.07,0,0,1350
1355,Valve - Exhaust,59.86,21.14,0,0,1355
1356,Valve - Exhaust,76.47,19.46,0,0,1356
1356A,Valve - Exhaust,56.57,34.47,0,0,1356A
1356B,Valve - Exhaust,85.67,23.42,0,0,1356B
1356C,Valve - Exhaust,30.56,16.1,0,0,1356C
1360,Timing Chain,31.23,25.25,0,0,1360
1361,Oil Pump Chain Tensioner,21.92,12.5,0,0,1361
1362B,Bolt - M7x58mm,1.78,1.43,0,0,1362B
1362C,Bolt - M7x70mm,2.44,1.43,0,0,1362C
1362D,Bolt - M7x92x70mm,3.28,2.15,0,0,1362D
1362E,Oil Pump Bolt,0.35,0.3,0,0,1362E
1362F,Oil Pump Bolt,3.3,1.6,0,0,1362F
1362G,Bolt - M8x22mm,1.86,1.19,0,0,1362G
1363,Valve Stem Seal,1.2,0.69,0,0,1363
1364,Valve Stem Seal,1.31,0.74,0,0,1364
1366C,Oil Pump,506.17,323.01,0,0,1366C
1366D,Oil Pump,447.2,294.31,0,0,1366D
1366P,Oil Pickup Tube,106,42.45,0,0,1366P
1366Q,Oil Pickup Tube,66.76,39.59,0,0,1366Q
1370,Oil Pump,62.71,34.67,0,0,1370
1371A,Oil Pump,339.65,107.64,0,0,1371A
1373,Oil Pump,125.07,70.04,0,0,1373
1376,Oil Pump,144.73,71.81,0,0,1376
1376B,Bolt - M7x21.5mm,3.52,1.52,0,0,1376B
1376C,Oil Pick Up Tube,37.69,30.3,0,0,1376C
1376R,Oil Pickup Tube,133,64.51,0,0,1376R
1376U,Oil Pickup Tube,42.38,23.91,0,0,1376U
1377,077 115 562 OIL FILT,21.42,8.5,0,0.04,1377
1377D,Oil Filter,26.6,16.55,0,0.04,1377D
1378H,Oil Filter,57,35.04,0,0.04,1378H
1379A,Oil Filter,30.02,17.61,0,0.04,1379A
1379H,Oil Filter Cap,60.53,31.3,0,0,1379H
1379P,Oil Filter,11.36,7.04,0,0.04,1379P
1380A,Oil Filter Adapter,29.55,14.42,0,0,1380A
1385,Oil Filter,16.17,9.17,0,0.04,1385
1387B,Oil Cooler Gasket Kit,83.4,54.09,0,0,1387B
1387D,028 117 070 OIL COOL,10.67,8.5,0,0,1387D
1387F,028 117 070B OIL COO,45.35,18.91,0,0,1387F
1387G,Oil Filter Bracket Gasket,2.06,1.16,0,0,1387G
1387H,Oil Filter Bracket Gasket,7.94,4.43,0,0,1387H
1387L,Oil Cooler Seal,11.17,6.08,0,0,1387L
1387M,Oil Cooler Seal,10.43,5.68,0,0,1387M
1387N,Oil Filter Bracket Gasket,6.78,3.78,0,0,1387N
1387P,Oil Cooler Seal,9.54,5.54,0,0,1387P
1387S,Oil Filter Housing Gasket,6.49,3.62,0,0,1387S
1387V,Oil Filter Housing Gasket,11.69,6.52,0,0,1387V
1387W,Oil Filter Housing Gasket,18.11,9.79,0,0,1387W
1387WS,Oil Filter Housing Gasket,3.34,2.71,0,0,1387WS
1387X,Oil Filter Housing Gasket,7.64,4.27,0,0,1387X
1388A,Oil Filter,13.17,8.2,0,0.04,1388A
1390A,Oil Filter Cover,135.06,87.59,0,0,1390A
1390C,Oil Filter Cover,50.64,20.22,0,0,1390C
1390D,Oil Filter Cover,96.76,61.98,0,0,1390D
1390E,Oil Filter Retaining Post,20.01,12.6,0,0,1390E
1390H,Oil Filter Housing,439,271,0,0,1390H
1390J,Oil Filter Housing,416.07,151.5,0,0,1390J
1390K,Oil Filter Housing,413.38,149.38,0,0,1390K
1390M,Oil Filter,28.68,16.82,0,0.04,1390M
1390P,Oil Filter,14.63,8.46,0,0.04,1390P
1390SP,Oil Filter,20.91,13,0,0.04,1390SP
1391A,Oil Drain Plug,19.29,12.39,0,0,1391A
1391D,Oil Drain Plug,23.42,13.64,0,0,1391D
1392B,Oil Filter Housing,336,260.46,0,0,1392B
1392H,Oil Filter Cap,156.62,96.45,0,0,1392H
1392P,Oil Filter,17.11,10.65,0,0.04,1392P
1393AP,Oil Filter,13.37,8.12,0,0.04,1393AP
1393H,Oil Filter Cap,48.89,39.69,0,0,1393H
1395,Oil Cooler,71.13,40.85,0,0,1395
1395B,Oil Cooler,119.44,77.28,0,0,1395B
1395C,Oil Cooler,716.05,95.95,0,0,1395C
1395K,Oil Cooler,154.72,83.31,0,0,1395K
1395L,Oil Cooler,168.84,99.06,0,0,1395L
1395T,Oil Cooler,151.3,79.72,0,0,1395T
1395V,Oil Cooler,128.64,74.29,0,0,1395V
1395W,Oil Cooler,193.06,122.39,0,0,1395W
1398H,Water Pump,92.14,57.99,0,0,1398H
1399,Water Pump,96.49,55.73,0,0,1399
1399J,Water Pump,103.49,68.1,0,0,1399J
1399P,Water Pump,81.84,53.87,0,0,1399P
1399Q,Water Pump,93.26,56.96,0,0,1399Q
1399R,Water Pump,98.09,64.37,0,0,1399R
1399S,Gasket - Thermostat,8.4,6.06,0,0,1399S
1400,Water Pump,105.1,60.7,0,0,1400
1401,Water Pump,105.1,60.7,0,0,1401
1403,Water Pump,92.73,54.75,0,0,1403
1405,Water Pump,67.54,32.19,0,0,1405
1406,Water Pump,98.41,55.58,0,0,1406
1407,Water Pump,85,51.18,0,0,1407
1411,Water Pump,97.47,58.8,0,0,1411
1412,Water Pump,94.63,57.08,0,0,1412
1412G,Gasket - Water Pump,3.61,1.86,0,0,1412G
1413,Water Pump,109.36,71.81,0,0,1413
1414A,Water Pump,128.64,78.01,0,0,1414A
1414AB,Multi-Rib Belt,29.37,17.85,0,0,1414AB
1414C,Water Pump,457,343.8,0,0,1414C
1414CA,Bolt - Water Pump,2.44,1.08,0,0,1414CA
1414CB,Bolt - Water Pump,0.94,0.61,0,0,1414CB
1414CC,Bolt - Balance Shaft,2.38,1.03,0,0,1414CC
1414F,Water Pump,120.43,79.24,0,0,1414F
1414G,Gasket - Water Pump,9.32,5.2,0,0,1414G
1414H,Water Pump,133.59,87.91,0,0,1414H
1414HG,Gasket - Water Pump,8.71,4.86,0,0,1414HG
1414K,Water Pump,103.56,60.7,0,0,1414K
1414L,Water Pump,107.24,70.58,0,0,1414L
1414S,O-Ring - Water Pipe,3.28,2.11,0,0,1414S
1414U,Coolant Pipe,11.65,9.09,0,0,1414U
1415A,Water Pump,156.07,91.05,0,0,1415A
1415H,Water Pump Housing,306.45,137.08,0,0,1415H
1416,Water Pump,548,75.43,0,0,1416
1416B,Water Pump,130.11,82.5,0,0,1416B
1416F,Water Pump,144.24,79.24,0,0,1416F
1416M,Water Pump,184.93,117.62,0,0,1416M
1417,Water Pump,129.83,79.74,0,0,1417
1417H,Water Pump,80.37,48.8,0,0,1417H
1418,Coolant Hose,66.89,39.24,0,0,1418
1418B,Coolant Hose,79.06,47.3,0,0,1418B
1418C,Coolant Hose,202.37,121.08,0,0,1418C
1418D,Coolant Hose,91.44,59.49,0,0,1418D
1418E,Coolant Hose,191.78,114.74,0,0,1418E
1418F,Coolant Hose,131.83,78.87,0,0,1418F
1418G,Coolant Hose,79.03,52.01,0,0,1418G
1418H,Coolant Hose,51.08,35.35,0,0,1418H
1418J,Coolant Hose,96.89,55.59,0,0,1418J
1418K,Coolant Hose,162.64,99.4,0,0,1418K
1418L,Coolant Hose,156,83.27,0,0,1418L
1419,Coolant Hose,15.06,7.72,0,0,1419
1419A,Coolant Hose,32.17,18.95,0,0,1419A
1420,Coolant Hose,13.39,7.72,0,0,1420
1421A,Coolant Hose,48.23,26,0,0,1421A
1421F,Coolant Hose,138.09,82.62,0,0,1421F
1421G,1J0 121 086BL WATER,108.48,73.91,0,0,1421G
1421M,Coolant Hose,10.37,5.95,0,0,1421M
1422,Coolant Hose,12.86,7.57,0,0,1422
1422A,Coolant Hose,18.54,7.45,0,0,1422A
1422B,Coolant Hose,76,7.93,0,0,1422B
1423,Coolant Hose,12.86,6.45,0,0,1423
1424A,Coolant Hose,9.57,5.83,0,0,1424A
1424B,Coolant Hose,16.39,9.99,0,0,1424B
1425,Coolant Hose,33.77,17.34,0,0,1425
1425D,Coolant Hose,39.81,22.07,0,0,1425D
1427,Coolant Hose,10.86,5.14,0,0,1427
1428,Coolant Hose,53.64,32.69,0,0,1428
1429,Coolant Hose,32.96,17.85,0,0,1429
1431,Coolant Hose,9.64,4.51,0,0,1431
1433,Coolant Hose,71.12,44.44,0,0,1433
1436,Plug with Seal,9.3,4.49,0,0,1436
1436P,Coolant Plug with Seal,8.1,4.29,0,0,1436P
1438A,Water Pipe,163,89.89,0,0,1438A
1438B,Water Pipe,59.49,30.95,0,0,1438B
1438C,Water Pipe,150.03,93.93,0,0,1438C
1438D,Water Pipe,150.03,90.9,0,0,1438D
1438G,Water Pipe,104.7,67.97,0,0,1438G
1438H,Water Pipe,190.12,116.15,0,0,1438H
1438J,Water Pipe,57.82,26.26,0,0,1438J
1438L,Water Pipe,78.8,27.79,0,0,1438L
1438M,Water Pipe,97.97,64.64,0,0,1438M
1438N,Water Pipe,44.27,30.3,0,0,1438N
1438Q,Water Pipe,171,106.05,0,0,1438Q
1438T,Water Pipe,48.23,24.77,0,0,1438T
1438V,Water Pipe,85.05,41.41,0,0,1438V
1438VS,O-Ring - Water Pipe,1.8,1.03,0,0,1438VS
1441A,Coolant Hose,30.11,13.13,0,0,1441A
1441B,Coolant Hose,38.91,16.16,0,0,1441B
1442,Coolant Flange,5.79,3.71,0,0,1442
1442B,Coolant Flange,6.04,2.52,0,0,1442B
1442C,Coolant Flange,5.94,2.52,0,0,1442C
1442D,Coolant Flange,16.77,11.04,0,0,1442D
1442E,Coolant Dist. Connector,15.58,12.12,0,0,1442E
1442K,Coolant Flange,10.44,6.18,0,0,1442K
1442T,Coolant Dist. Connector,5.33,4.04,0,0,1442T
1443,Coolant Hose,126.29,76.76,0,0,1443
1444A,Quick Connect,16.89,10.81,0,0,1444A
1444B,Quick Connect,28.51,16.03,0,0,1444B
1444C,Quick Connect,27.25,13.73,0,0,1444C
1444D,Quick Connect,14.46,7.43,0,0,1444D
1444K,O-Ring - Quick Connect,5.02,3.54,0,0,1444K
1444L,Retaining Spring,4.82,2.72,0,0,1444L
1444M,O-Ring - Quick Connect,5.59,3.67,0,0,1444M
1445,Coolant Hose,17.69,9.33,0,0,1445
1446,Coolant Hose,15.27,9.02,0,0,1446
1448B,Coolant Hose,86.69,55.41,0,0,1448B
1448C,Coolant Hose,122.37,53.61,0,0,1448C
1448K,Coolant Hose,54.4,33.15,0,0,1448K
1449D,Coolant Hose,20.11,10.73,0,0,1449D
1450,Coolant Hose,81.72,48.9,0,0,1450
1450A,Water Pipe,60.23,28.89,0,0,1450A
1450B,Coolant Hose,12.87,7.87,0,0,1450B
1450C,Coolant Hose,9.79,5.85,0,0,1450C
1450D,Coolant Hose,9.44,5.64,0,0,1450D
1450F,Coolant Hose,15.47,9.26,0,0,1450F
1450P,Coolant Hose,20.23,11.33,0,0,1450P
1451A,Coolant Hose,190.12,81.39,0,0,1451A
1452A,Coolant Hose,30.13,18.18,0,0,1452A
1452G,Coolant Hose,49.82,37.39,0,0,1452G
1452J,Coolant Hose,150.85,35.12,0,0,1452J
1452N,Coolant Hose,59.5,39.39,0,0,1452N
1452P,Coolant Hose,86.83,55.73,0,0,1452P
1452Q,Coolant Hose,13.9,11.11,0,0,1452Q
1452S,Quick Connect,20.58,11.72,0,0,1452S
1452T,Coolant Hose,110.95,22.88,0,0,1452T
1453,Heater Hose,8.43,4.84,0,0,1453
1454,Thermostat Housing,10.34,5.08,0,0,1454
1454A,1H0 121 687A O-RING,1.86,0.42,0,0,1454A
1454B,Coolant Hose Adapter,14.82,12.12,0,0,1454B
1454D,Thermostat Housing,8.91,4.99,0,0,1454D
1454E,Water Flange,33.69,26.26,0,0,1454E
1454P,Thermostat Housing,27.44,16.16,0,0,1454P
1454R,Thermostat Housing,28.13,16.67,0,0,1454R
1454S,Thermostat Housing,6.43,3.09,0,0,1454S
1454T,Thermostat Housing,24.87,14.14,0,0,1454T
1454U,Thermostat Housing,22.75,17.17,0,0,1454U
1454V,Thermostat Housing,18.4,14.14,0,0,1454V
1455,Thermostat Housing,5.97,3.53,0,0,1455
1455T,Thermostat Housing,8.37,4.51,0,0,1455T
1455V,Thermostat Housing,164.13,99.37,0,0,1455V
1456,Thermostat Housing,42.33,27.86,0,0,1456
1456A,Thermostat Housing,113.87,72.72,0,0,1456A
1456CA,Gasket - Thermostat,2.98,2.26,0,0,1456CA
1456CB,Gasket - Thermostat,6.2,4.21,0,0,1456CB
1456D,Thermostat Housing,36.27,26.26,0,0,1456D
1456L,Thermostat Housing Adapter,12.36,7.14,0,0,1456L
1456M,Thermostat Housing Adapter,53.48,32.91,0,0,1456M
1456P,Gasket - Thermostat,1,0.58,0,0,1456P
1456S,Gasket - Thermostat,3.27,2.04,0,0,1456S
1456X,Thermostat Housing,203.91,132.56,0,0,1456X
1456Z,Water Pipe,53.77,33.33,0,0,1456Z
1457,Thermostat Housing,94.27,58.31,0,0,1457
1457U,Thermostat Cover,29.76,20.69,0,0,1457U
1458T,A/T Thermostat,59.68,32.91,0,0,1458T
1460A,Thermostat,225,121.2,0,0,1460A
1460B,Thermostat,166,116.15,0,0,1460B
1460C,Thermostat,267,154.53,0,0,1460C
1460CS,Gasket - Thermostat,17.2,9.76,0,0,1460CS
1460J,Thermostat,345,185.39,0,0,1460J
1460S,O-Ring - Water Pipe,1.5,0.91,0,0,1460S
1460T,O-Ring - Water Pipe,1.72,1.05,0,0,1460T
1460U,O-Ring - Water Pipe,3.17,1.96,0,0,1460U
1462A,Thermostat,44.59,24.52,0,0,1462A
1462B,Thermostat,21.27,9.11,0,0,1462B
1462DS,Gasket - Thermostat,4.43,2.48,0,0,1462DS
1462E,Thermostat,98.09,59.43,0,0,1462E
1462ES,Gasket - Thermostat,4.7,3.09,0,0,1462ES
1462F,Thermostat,44.04,28.97,0,0,1462F
1462S,Gasket - Thermostat,6.36,3.67,0,0,1462S
1464,Seal Ring,1.11,0.63,0,0,1464
1465,Thermostat,43.27,26.18,0,0,1465
1466KG,Gasket - Thermostat,6,4.44,0,0,1466KG
1466KH,Gasket - Thermostat,4.66,2.96,0,0,1466KH
1466S,Gasket - Thermostat,1.1,0.44,0,0,1466S
1467H,Thermostat,150.65,83.08,0,0,1467H
1467S,Gasket - Thermostat,4.78,2.82,0,0,1467S
1468A,Thermostat,151.51,112.5,0,0,1468A
1469,Water Flange,18.64,10.96,0,0,1469
1469S,Water Flange,16.31,10.73,0,0,1469S
1469T,O-Ring - Coolant Manifold,0.75,0.46,0,0,1469T
1470,Water Flange,11.26,6.81,0,0,1470
1470A,Water Flange,10.67,4.44,0,0,1470A
1470D,Water Flange,11.66,6.7,0,0,1470D
1471,Water Flange,6.29,3.45,0,0,1471
1472,Water Flange,16.24,10.68,0,0,1472
1472A,Water Flange,11.16,6.74,0,0,1472A
1472B,Water Flange,29.53,15.66,0,0,1472B
1472F,Coolant Flange,51.13,30.3,0,0,1472F
1472M,Water Flange,18.56,11.31,0,0,1472M
1472T,Water Flange,14.91,8.56,0,0,1472T
1472V,Water Flange,51.6,24.24,0,0,1472V
1472W,Coolant Flange,39.22,26.26,0,0,1472W
1473,Water Flange,14.98,6.44,0,0,1473
1473A,Water Flange,17.51,8.59,0,0,1473A
1473C,Water Flange,35.04,23.23,0,0,1473C
1473CS,Gasket - Water Flange,3.18,1.86,0,0,1473CS
1473D,Water Flange,22.53,16.16,0,0,1473D
1473S,Water Flange,25.73,12.39,0,0,1473S
1473T,Water Flange,13.61,7.81,0,0,1473T
1473V,Water Flange,80.4,60.6,0,0,1473V
1474,Water Flange,6.43,4.05,0,0,1474
1474A,Water Flange,19.74,12.02,0,0,1474A
1474B,Water Flange,49.6,26.26,0,0,1474B
1474C,Water Flange,32.82,21.72,0,0,1474C
1475,O-Ring,1.16,0.7,0,0,1475
1476AS,O-Ring for Water Flange,11.91,6.49,0,0,1476AS
1476G,Coolant Flange Gasket,43.97,8.24,0,0,1476G
1476P,Coolant Plug,0.97,0.5,0,0,1476P
1476Q,Coolant Plug,12.2,9.2,0,0,1476Q
1476S,Clip,0.63,0.32,0,0,1476S
1477,O-Ring,1.15,0.64,0,0,1477
1478,Water Flange,13.54,8.59,0,0,1478
1480A,Water Flange,27.16,17.68,0,0,1480A
1480B,Water Flange,19.2,14.5,0,0,1480B
1480D,Water Flange,28.31,18.18,0,0,1480D
1480E,Water Flange,85,27,0,0,1480E
1480F,Water Flange,46.47,27.27,0,0,1480F
1480S,O-Ring,2.98,1.62,0,0,1480S
1480T,Water Flange Seal,10.87,7.16,0,0,1480T
1482,068 121 253E RADIATO,424.91,280.5,0,0,1482
1483,Radiator,295.24,176.81,0,0,1483
1486,Radiator,570.15,314.45,0,0,1486
1486A,Radiator,485.3,283.1,0,0,1486A
1488B,Radiator,316.92,252.5,0,0,1488B
1488U,Quick Connect,27.25,15.02,0,0,1488U
1489,Radiator,83.46,53.56,0,0,1489
1490,Radiator,106.61,63.14,0,0,1490
1491,Radiator,169.74,103.73,0,0,1491
1493,Radiator,259.02,151.1,0,0,1493
1493S,O-Ring - Coolant Manifold,1.44,0.92,0,0,1493S
1494,Radiator,272.81,179.53,0,0,1494
1494A,Radiator,403.26,235.24,0,0,1494A
1494B,Radiator,335.13,211.19,0,0,1494B
1494C,Radiator,527.72,307.84,0,0,1494C
